x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
4,19,333221303,1,4
48,93,323331000,312,306
49,122,23233303,33221,98254
53,123,0,233303332,30
60,19,30232333,2213032,31731
73,18,3,302323332,213231
77,24,0,332213230,174879
81,54,32213130,83391,3940
83,24,3,0,323332213
84,58,31554,12,3
85,78,25205,31,3
86,60,8,7,3
87,23,10,5,0
87,60,20,3,2
88,61,1,1,0
88,62,1,3023233,32213200
89,62,1,0,23233322
91,63,0,233322131,33
92,36,83,884,12
92,67,23233322,13131,93204
92,69,822,544,19
94,29,343474,35220,15
98,29,323332213,223,334
98,73,259117,15302,20
101,72,323331020,210,684
105,12,7,0,333222100
105,32,1,2,2
109,80,360565,86748,23
110,15,1,1,0
112,83,9449,12,4
113,12,8,3,3
113,13,1,3023233,32220010
113,13,10,7,30232333
113,14,0,233322200,3
113,17,13,1,1
114,84,9,7,8
115,13,20,4,0
115,15,23233322,20002,7630
115,16,32220001,174992,181149
115,34,12,15,3
115,35,7,5,3
116,15,7,18,6
116,16,3,0,23233322
116,17,53763,60633,11
116,34,7772,11,3
117,16,19,7,0
117,18,27154,10,74
118,19,29,10,16
118,92,2,0,323331020
120,92,11,5,0
121,90,11,4,3
121,92,6,1,1
121,93,5,302323331,20212
121,94,0,331020211,407754
123,15,43,874,4
123,16,114987,7,2
123,23,8,8,2
125,36,279861,54859,11
126,69,0,232333102,300
126,70,30232333,1020233,232075
