x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
56,116,2,1,30233232
58,53,1,3031222,13113112
59,56,0,222131121,23
77,61,1,0,31222131
78,61,1,1,0
81,61,34,11,3
82,56,122213333,123,104
82,59,680010,16392,16
84,56,0,220022011,41882
86,62,825,409,89
86,63,10593,18,2
86,64,16,3,2
87,55,1583,54104,6
87,56,65473,23,30
87,62,1,0,222203313
87,63,7,6,4
87,64,9100,52,2
87,65,1,303122220,22013
88,62,4,1,30312222
88,63,133981,15574,74
89,54,23323120,9467,9462
89,57,2,1,1
89,58,1,0,122223322
89,62,3,1,0
89,63,30312222,2031331,3791
90,65,2,0,122221111
91,54,31222233,23121,8198
91,57,26,1,1
91,58,11,2,0
91,59,1,303122223,322012
91,61,37,61,8
91,62,6,1,1
91,63,0,312222203,3130
91,64,222202233,0,1
91,71,12,1,1
92,54,144094,5,2
92,55,3,0,31222233
92,56,0,222233231,22
92,58,2,1,30312222
92,59,456312,121807,23
92,60,7749,18,5
92,61,3,3031222,23321222
92,62,31222233,21211,25274
92,64,525959,5,11
93,53,293007,19716,29
93,54,659,76,13
93,55,39,3,0
93,56,3,3031222,23323123
93,58,4,4,0
93,60,9,4,1
93,61,2,0,31222233
93,62,0,222233212,13
93,63,23321122,178318,72759
93,64,97085,35176,6
94,50,13,5,3
94,52,1,0,222333013
94,53,0,223323300,422684
94,55,24,1,1
94,56,5,3,2
94,57,7,33,1
94,58,27,1,1
94,59,0,312222332,3033
94,60,222332303,0,5
94,61,7,1,1
94,62,1,1,0
95,49,32155,39,1
95,49,33105,30673,33
95,50,72,5,5
95,51,6,2,0
95,52,18,5,30312222
95,53,3,303122223,323301
95,65,7,2,1
95,66,1,1,0
96,54,122223323,231,940
96,59,1,0,222332310
96,60,30312222,3323031,130742
96,61,101072,19,10
96,62,37,2,1
96,65,58,1,1
97,49,3,3031222,23332002
97,49,752,361,5
97,51,31222233,31021,24979
97,54,2,2,7
97,55,5,2,2
97,60,3,0,122223323
97,61,0,223321332,634858
97,63,122223321,322,981
97,67,230,371,25
98,49,93749,80095,6
98,51,0,222233320,0
98,52,23331003,318165,256185
98,54,257172,58748,18
98,55,5668,5,1
99,45,2,0,122230012
99,60,21,8,0
99,94,2,1,0
100,44,8,1,1
100,45,2,1,0
100,46,1,303122230,12001
100,47,0,230003111,280406
100,48,122230001,332,703
100,50,3,0,31222233
100,66,141617,28304,31
101,59,4,6,3
102,45,71,5,2
102,51,1,1,0
103,43,30312223,233133,91735
103,44,0,8,2
103,45,7211,73,2
103,51,6,1,1
104,45,192245,21581,67
104,51,210710,5,23
104,52,5,5,1
104,54,30312222,3323331,208770
105,44,223003101,2,3
105,69,95,16,4
