x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
27,17,94427,44071,8
28,12,1,302323330,33010
28,19,228335,7,1
28,21,14,8,1
28,27,28,1,1
29,7,40,78,4
30,4,30102033,131527,10531
30,9,1,1,0
30,18,19,19,4
31,9,22,1,1
31,104,23233233,22020,79082
31,109,135844,8,9
32,7,10412,21,2
32,11,2,0,333010123
32,87,1,3023233,23322030
32,104,0,233233220,23
32,108,23322013,312973,326763
32,109,89691,41537,11
33,10,4,1,30232333
33,20,1,3023233,30032211
33,21,0,233300322,10
33,22,30032200,191748,212174
34,3,1,3023233,30102200
34,4,0,233301021,22
34,22,23233300,32203,95420
34,74,1,1,0
35,3,1,0,23233301
35,109,36,2,0
36,20,1,0,23233300
36,98,1,9,1
36,109,11,1,1
37,5,23233301,2120,17009
37,14,24,1,1
37,20,1,1,0
37,84,90880,24771,11
38,95,7767,6,3
39,74,8,43,8
39,95,180509,153402,8
39,101,10,12,5
40,97,6,9,5
42,0,20,6,4
42,1,1,1,0
42,19,124673,8,2
42,94,0,232332332,2200
42,111,6,2,2
43,13,47548,22317,7
43,85,23233233,22223,68032
43,86,23322221,282925,45977
43,91,1,1,30232332
43,92,2,0,332332220
44,95,332332213,2,1
44,109,402,909,20
45,18,489262,40868,18
45,90,7,11,8
45,91,13,7,0
46,13,0,330033002,101837
46,19,54,47,8
47,18,323330033,1,75
48,84,0,233233222,30
48,111,251431,6,4
49,90,12,5,2
49,90,65359,10,6
50,123,0,232332332,1323
51,126,30232332,3321322,690863
52,121,2,0,23233233
57,89,2,3023233,23322231
58,72,8,58,6
65,117,98604,35546,10
66,91,3,0,23233233
70,113,0,323322111,188967
70,114,323323322,110,505
71,111,2,0,323323322
72,110,6,4,0
72,112,2,302323323,322112
74,111,30232332,3322133,428725
